word,definition,target 1,target 2,target,triviality_1,triviality_2,triviality,nontrivial,body_parts,misleading,lol,animals,people,places
sportal,"Of or pertaining to sports; used in sports. [R.] ""Sportal arms."" Dryden.",sports,,sports,83,100,83,False,False,False,False,False,False,False
maculose,Of or pertaining to spots upon a surface; spotted; maculate.,spots upon a surface,,spots upon a surface,38,100,38,True,False,False,False,False,False,False
spousal,"Of or pertaining to a spouse or marriage; nuptial; matrimonial; conjugal; bridal; as, spousal rites; spousal ornaments. Wordsworth.

Marriage; nuptials; espousal; -- generally used in the plural; as, the spousals of Hippolita. Dryden. Boweth your head under that blissful yoke . . . Which that men clepeth spousal or wedlock. Chaucer. the spousals of the newborn year. Emerson.",spouse or marriage,,spouse or marriage,71,100,71,False,False,False,False,False,False,False
vernal,"1. Of or pertaining to the spring; appearing in the spring; as, vernal bloom. 2. Fig.: Belonging to youth, the spring of life. When after the long vernal day of life. Thomson. And seems it hard thy vernal years Few vernal joys can show Keble. Vernal equinox (Astron.), the time when the sun crosses the equator when proceeding northward. -- Vernal grass (Bot.), a low, soft grass (Anthoxanthum odoratum), producing in the spring narrow spikelike panicles, and noted for the delicious fragrance which it gives to new-mown hay; -- also called sweet vernal grass. See Illust. in Appendix. -- Vernal signs (Astron.), the signs, Aries, Taurus, and Gemini, in which the sun appears between the vernal equinox and summer solstice.",spring,,spring,33,100,33,True,False,False,False,False,False,False
squamous,"1. Covered with, or consisting of, scales; resembling a scale; scaly; as, the squamose cones of the pine; squamous epithelial cells; the squamous portion of the temporal bone, which is so called from a fancied resemblance to a scale. 2. (Anat.)  Of or pertaining to the squamosal bone; squamosal.",squamosal bone,,squamosal bone,88,100,88,False,True,False,False,False,False,False
squamose,"1. Covered with, or consisting of, scales; resembling a scale; scaly; as, the squamose cones of the pine; squamous epithelial cells; the squamous portion of the temporal bone, which is so called from a fancied resemblance to a scale. 2. (Anat.)  Of or pertaining to the squamosal bone; squamosal.",squamosal bone,,squamosal bone,88,100,88,False,True,False,False,False,False,False
quadratic,"1. Of or pertaining to a square, or to squares; resembling a quadrate, or square; square. 2. (Crystallog.)  Tetragonal. 3. (Alg.)  Pertaining to terms of the second degree; as, a quadratic equation, in which the highest power of the unknown quantity is a square.",square,,square,67,100,67,False,False,False,False,False,False,False
semicubical,"Of or pertaining to the square root of the cube of a quantity. Semicubical parabola, a curve in which the ordinates are proportional to the square roots of the cubes of the abscissas.",square root of the cube of a quantity,,square root of the cube of a quantity,36,100,36,True,False,False,False,False,False,False
squillitic,"Of or pertaining to squills. [R.] ""Squillitic vinegar."" Holland.",squills,,squills,86,100,86,False,False,False,False,False,False,False
elaphine,"Pertaining to, resembling, or characteristic of, the stag, or Cervus elaphus.",stag,,stag,25,100,25,True,False,False,False,True,False,False
stagy,"Having an air or manner characteristic of the stage; theatrical; artificial; as, a stagy tone or bearing; --chiefly used depreciatively.",stage,,stage,80,100,80,False,False,False,False,False,False,False
stalactitical,Of or pertaining to a stalactite; having the form or characters of a stalactite; stalactic.,stalactite,,stalactite,90,100,90,False,False,False,False,False,False,False
stalactitic,Of or pertaining to a stalactite; having the form or characters of a stalactite; stalactic.,stalactite,,stalactite,90,100,90,False,False,False,False,False,False,False
stamineous,"1. Consisting of stamens or threads. 2. (Bot.)  Of or pertaining to the stamens; possessing stamens; also, attached to the stamens; as, a stamineous nectary.",stamens,,stamens,71,100,71,False,False,False,False,False,False,False
stamineal,"1. Consisting of stamens or threads. 2. (Bot.)  Of or pertaining to the stamens; possessing stamens; also, attached to the stamens; as, a stamineous nectary.",stamens,,stamens,71,100,71,False,False,False,False,False,False,False
staminal,Of or pertaining to stamens or stamina; consisting in stamens.,stamens or stamina,,stamens or stamina,88,100,88,False,False,False,False,False,False,False
stapedial,Of or pertaining to stapes.,stapes,,stapes,83,100,83,False,False,False,False,False,False,False
starchness,Of or pertaining to starched or starch; stiffness of manner; preciseness.,starched or starch,,starched or starch,70,100,70,False,False,False,False,False,False,False
sturnoid,Like or pertaining to the starlings.,starlings,,starlings,50,100,50,True,False,False,False,True,False,False
stellar,"1. Of or pertaining to stars; astral; as, a stellar figure; stellary orbs. [These soft fires] in part shed down Their stellar virtue. Milton. 2. Full of stars; starry; as, stellar regions.",stars,,stars,67,100,67,False,False,False,False,False,False,False
stellary,"1. Of or pertaining to stars; astral; as, a stellar figure; stellary orbs. [These soft fires] in part shed down Their stellar virtue. Milton. 2. Full of stars; starry; as, stellar regions.",stars,,stars,62,100,62,False,False,False,False,False,False,False
municipal,"1. Of or pertaining to a city or a corporation having the right of administering local government; as, municipal rights; municipal officers. 2. Of or pertaining to a state, kingdom, or nation. Municipal law is properly defined to be a rule of civil conduct prescribed by the supreme power in a state. Blackstone.",city or a corporation having the right of administering local government,state,state,44,20,20,True,False,False,False,False,False,False
preconscious,Of or pertaining to a state before consciousness.,state before consciousness,,state before consciousness,92,100,92,False,False,False,False,False,False,False
vidual,Of or pertaining to the state of a widow; widowed. [R.] Jer. Taylor.,state of a widow,,state of a widow,36,100,36,True,False,False,False,False,False,False
statistical,"Of or pertaining to statistics; as, statistical knowledge, statistical tabulation.",statistics,,statistics,90,100,90,False,False,False,False,False,False,False
staurolitic,Of or pertaining to staurolite; resembling or containing staurolite.,staurolite,,staurolite,90,100,90,False,False,False,False,False,False,False
stearyl,The hypothetical radical characteristic of stearic acid.,stearic acid,,stearic acid,71,100,71,False,False,False,False,False,False,False
stenographic,Of or pertaining to stenography.,stenography,,stenography,91,100,91,False,False,False,False,False,False,False
stenographical,Of or pertaining to stenography.,stenography,,stenography,91,100,91,False,False,False,False,False,False,False
novercal,"Done or recurring every ninth year.

Of or pertaining to a stepmother; suitable to, or in the manner of, a stepmother. Derham.",stepmother,,stepmother,38,100,38,True,False,False,False,False,False,False
stereometric,"Of or pertaining to stereometry; performed or obtained by stereometry. -- Ste`re*o*met""ric*al*ly, adv.",stereometry,,stereometry,91,100,91,False,False,False,False,False,False,False
stereometrical,"Of or pertaining to stereometry; performed or obtained by stereometry. -- Ste`re*o*met""ric*al*ly, adv.",stereometry,,stereometry,91,100,91,False,False,False,False,False,False,False
stereoscopic,"Of or pertaining to the stereoscope; characteristic of, or adapted to, the stereoscope; as, a stereoscopic effect; the stereoscopic function of the eyeglasses; stereoscopic views. -- Ste`re*o*scop""ic*al*ly, adv.",stereoscope,stereoscope,stereoscope,91,91,91,False,False,False,False,False,False,False
stereoscopical,"Of or pertaining to the stereoscope; characteristic of, or adapted to, the stereoscope; as, a stereoscopic effect; the stereoscopic function of the eyeglasses; stereoscopic views. -- Ste`re*o*scop""ic*al*ly, adv.",stereoscope,stereoscope,stereoscope,91,91,91,False,False,False,False,False,False,False
stereotomic,Of or pertaining to stereotomy; performed by stereotomy.,stereotomy,,stereotomy,90,100,90,False,False,False,False,False,False,False
stereotomical,Of or pertaining to stereotomy; performed by stereotomy.,stereotomy,,stereotomy,90,100,90,False,False,False,False,False,False,False
stereotypic,"Of or pertaining to stereotype, or stereotype plates.",stereotype,,stereotype,90,100,90,False,False,False,False,False,False,False
catonian,"Of, pertaining to, or resembling, the stern old Roman, Cato the Censor; severe; inflexible. CAT O' NINE TAILS Cat"" o' nine"" tails`.  See under Cat.",stern old Roman,,stern old Roman,38,100,38,True,False,False,False,False,False,False
sternal,"Of or pertaining to the sternum; in the region of the sternum. Sternal ribs. See the Note under Rib, n., 1.",sternum,,sternum,71,100,71,False,False,False,False,False,False,False
sternocoracoid,Of or pertaining to the sternum and the coracoid.,sternum and the coracoid,,sternum and the coracoid,71,100,71,False,False,False,False,False,False,False
sternohyoid,Of or pertaining to the sternum and the hyoid bone or cartilage.,sternum and the hyoid bone or cartilage,,sternum and the hyoid bone or cartilage,64,100,64,False,True,False,False,False,False,False
sternomastoid,Of or pertaining to the sternum and the mastoid process.,sternum and the mastoid process,,sternum and the mastoid process,69,100,69,False,False,False,False,False,False,False
sternocostal,"Of or pertaining to the sternum and the ribs; as, the sternocostal cartilages.",sternum and the ribs,,sternum and the ribs,50,100,50,True,True,False,False,False,False,False
sternothyroid,Of or pertaining to the sternum and the thyroid cartilage.,sternum and the thyroid cartilage,,sternum and the thyroid cartilage,69,100,69,False,False,False,False,False,False,False
stethoscopic,"Of or pertaining to a stethoscope; obtained or made by means of a stethoscope. -- Steth`o*scop""ic*al*ly, adv.",stethoscope,,stethoscope,91,100,91,False,False,False,False,False,False,False
stethoscopical,"Of or pertaining to a stethoscope; obtained or made by means of a stethoscope. -- Steth`o*scop""ic*al*ly, adv.",stethoscope,,stethoscope,91,100,91,False,False,False,False,False,False,False
stichometrical,"Of or pertaining to stichometry; characterized by stichs, or lines.",stichometry,,stichometry,91,100,91,False,False,False,False,False,False,False
stichic,"Of or pertaining to stichs, or lines; consisting of stichs, or lines. [R.]",stichs,,stichs,83,100,83,False,False,False,False,False,False,False
stigmatic,"1. A notorious profligate or criminal who has been branded; one who bears the marks of infamy or punishment. [R.] Bullokar. 2. A person who is marked or deformed by nature. Shak.

1. Marked with a stigma, or with something reproachful to character. 2. Impressing with infamy or reproach. [R.] 3. (Bot., Anat., etc)  Of or pertaining to a stigma or stigmata. Stigmatic geometry, or Stigmatics, that science in which the correspondence of index and stigma (see Stigma, 7) is made use of to establish geometrical proportions.",stigma or stigmata,,stigma or stigmata,78,100,78,False,False,False,False,False,False,False
stigmatical,"1. Marked with a stigma, or with something reproachful to character. 2. Impressing with infamy or reproach. [R.] 3. (Bot., Anat., etc)  Of or pertaining to a stigma or stigmata. Stigmatic geometry, or Stigmatics, that science in which the correspondence of index and stigma (see Stigma, 7) is made use of to establish geometrical proportions.",stigma or stigmata,,stigma or stigmata,73,100,73,False,False,False,False,False,False,False
reflex,"1. Directed back; attended by reflection; retroactive; introspective. The reflex act of the soul, or the turning of the intellectual eye inward upon its own actions. Sir M. Hale. 2. Produced in reaction, in resistance, or in return. 3. (Physiol.)  Of, pertaining to, or produced by, stimulus or excitation without the necessary intervention of consciousness. Reflex action (Physiol.), any action performed involuntarily in consequence of an impulse or impression transmitted along afferent nerves to a nerve center, from which it is reflected to an efferent nerve, and so calls into action certain muscles, organs, or cells. -- Reflex nerve (Physiol.), an excito-motory nerve. See Exito- motory.

1. Reflection; the light reflected from an illuminated surface to one in shade. Yon gray is not the morning's eye, 'Tis but the pale reflex of Cynthia's brow. Shak. On the depths of death there swims The reflex of a human face. Tennyson. 2. (Physiol.)  An involuntary movement produced by reflex action. Patellar reflex. See Knee jerk, under Knee.

1. To reflect. [Obs.] Shak. 2. To bend back; to turn back. J. Gregory.",stimulus or excitation without the necessary intervention of consciousness,,stimulus or excitation without the necessary intervention of consciousness,50,100,50,True,False,False,False,False,False,False
stipular,"Of or pertaining to stipules; resembling stipules; furnished with stipules; growing on stipules, or close to them; occupying the position of stipules; as, stipular glands and stipular tendrils.",stipules,,stipules,75,100,75,False,False,False,False,False,False,False
stipulary,Of or pertaining to stipules; stipular.,stipules,,stipules,75,100,75,False,False,False,False,False,False,False
stipulaceous,"Of or pertaining to stipules; resembling stipules; furnished with stipules; growing on stipules, or close to them; occupying the position of stipules; as, stipular glands and stipular tendrils.",stipules,,stipules,80,100,80,False,False,False,False,False,False,False
stoichiological,Of or pertaining to stoichiology.,stoichiology,,stoichiology,92,100,92,False,False,False,False,False,False,False
stoichiometric,"Of or pertaining to stoichiometry; employed in, or obtained by, stoichiometry.",stoichiometry,,stoichiometry,92,100,92,False,False,False,False,False,False,False
stoichiometrical,"Of or pertaining to stoichiometry; employed in, or obtained by, stoichiometry.",stoichiometry,,stoichiometry,92,100,92,False,False,False,False,False,False,False
gastrointestinal,Of or pertaining to the stomach and intestines; gastroenteric.,stomach and intestines,,stomach and intestines,58,100,58,False,True,False,False,False,False,False
gastroepiploic,Of or pertaining to the stomach and omentum.,stomach and omentum,,stomach and omentum,24,100,24,True,True,False,False,False,False,False
lapidarian,"Of or pertaining to stone; inscribed on stone; as, a lapidarian record.",stone,,stone,20,100,20,True,False,False,False,False,False,False
lithic,"1. Of or pertaining to stone; as, lithic architecture. 2. (Med.)  Pertaining to the formation of uric-acid concretions (stone) in the bladder and other parts of the body; as, lithic diathesis. LIthic acid (Old Med. Chem.), uric acid. See Uric acid, under Uric.

A medicine which tends to prevent stone in the bladder.

Pertaining to or denoting lithium or some of its compounds. Frankland.",stone,,stone,20,100,20,True,False,False,False,False,False,False
stony,"1. Of or pertaining to stone, consisting of, or abounding in, stone or stones; resembling stone; hard; as, a stony tower; a stony cave; stony ground; a stony crust. 2. Converting into stone; petrifying; petrific. The stony dart of senseless cold. Spenser. 3. Inflexible; cruel; unrelenting; pitiless; obdurate; perverse; cold; morally hard; appearing as if petrified; as, a stony heart; a stony gaze. Stony coral. (Zoöl.) Same as Stone coral, under Stone.",stone,,stone,80,100,80,False,False,False,False,False,False,False
saxicoline,"Stone-inhabiting; pertaining to, or having the characteristics of, the stonechats.",stonechats,,stonechats,40,100,40,True,False,False,False,False,False,False
strangurious,Of or pertaining to strangury. Cheyne.,strangury,,strangury,89,100,89,False,False,False,False,False,False,False
strategical,"Of or pertaining to strategy; effected by artifice. -- Stra*te""gic*al*ly, adv. Strategic line (Mil.), a line joining strategic points. -- Strategic point (Mil.), any point or region in the theater or warlike operations which affords to its possessor an advantage over his opponent, as a mountain pass, a junction of rivers or roads, a fortress, etc.",strategy,,strategy,88,100,88,False,False,False,False,False,False,False
strategic,"Of or pertaining to strategy; effected by artifice. -- Stra*te""gic*al*ly, adv. Strategic line (Mil.), a line joining strategic points. -- Strategic point (Mil.), any point or region in the theater or warlike operations which affords to its possessor an advantage over his opponent, as a mountain pass, a junction of rivers or roads, a fortress, etc.",strategy,,strategy,88,100,88,False,False,False,False,False,False,False
stratographic,Of or pertaining to stratography.,stratography,,stratography,92,100,92,False,False,False,False,False,False,False
stratographical,Of or pertaining to stratography.,stratography,,stratography,92,100,92,False,False,False,False,False,False,False
fidicinal,Of or pertaining to a stringed instrument.,stringed instrument,,stringed instrument,44,100,44,True,False,False,False,False,False,False
strobiline,"Of or pertaining to a strobile; strobilaceous; strobiliform; as, strobiline fruits.",strobile,,strobile,89,100,89,False,False,False,False,False,False,False
strobilaceous,(a) Of or pertaining to a strobile or cone. (b) Producing strobiles.,strobile or cone,,strobile or cone,69,100,69,False,False,False,False,False,False,False
strontic,"Of or pertaining to strontium; containing, or designating the compounds of, strontium.",strontium,,strontium,88,100,88,False,False,False,False,False,False,False
strumpet,"A prostitute; a harlot. Shak.

Of or pertaining to a strumpet; characteristic of a strumpet. Out on thy more than strumpet impudence. B. Jonson.

1. To debauch. [Obs.] Shak. 2. To dishonor with the reputation of being a strumpet; hence, to belie; to slander. With his untrue reports, strumpet your fame. Massinger.",strumpet,strumpet,strumpet,100,100,100,False,False,False,False,False,False,False
strychnic,"Of or pertaining to strychnine; produced by strychnine; as, strychnic compounds; strychnic poisoning; specifically (Chem.),  used to designate an acid, called also igasuric acid.",strychnine,,strychnine,89,100,89,False,False,False,False,False,False,False
postgraduate,"Of, pertaining to, or designating, the studies pursued after graduation, esp., after receiving the bachelor's degree at a college; graduate. -- n.  A student who pursues such studies. Most careful writers consider the word graduate to be the proper word to use in this sense.",studies pursued after graduation,,studies pursued after graduation,67,100,67,False,False,False,False,False,False,False
carotic,"1. Of or pertaining to stupor; as, a carotic state. 2. (Anat.)  Carotid; as, the carotic arteries.",stupor,,stupor,17,100,17,True,False,False,False,False,False,False
preraphaelite,"Of or pertaining to the style called preraphaelitism; as, a preraphaelite figure; a preraphaelite landscape. Ruskin.

One who favors or practices art as it was before Raphael; one who favors or advocates preraphaelitism.",style called preraphaelitism,,style called preraphaelitism,92,100,92,False,False,False,False,False,False,False
stylistic,"Of or pertaining to style in language. [R.] ""Stylistic trifles."" J. A. Symonds. The great stylistic differences in the works ascribed to him [Wyclif]. G. P. Marsh.",style in language,,style in language,56,100,56,True,False,False,False,False,False,False
wagnerian,"Of, pertaining to, or resembling the style of, Richard Wagner, the German musical composer.",style of,,style of,12,100,12,True,False,False,False,False,True,False
vandyke,"Of or pertaining to the style of Vandyke the painter; used or represented by Vandyke. ""His Vandyke dress."" Macaulay. [Written also Vandyck.] Vandyke brown (Paint.), a pigment of a deep semitranssparent brown color, supposed to be the color used by Vandyke in his pictures. -- Vandyke collar or cape, a broad collar or cape of linen and lace with a deep pointed or scalloped edge, worn lying on the shoulders; - - so called from its appearance in pictures by Vandyke. -- Vandyke edge, an edge having ornamental triangular points.

A picture by Vandyke. Also, a Vandyke collar, or a Vandyke edge. [Written also Vandyck.]

fit or furnish with a Vandyke; to form with points or scallops like a Vandyke. [R.] [Written also Vandyck.]",style of Vandyke the painter,,style of Vandyke the painter,86,100,86,False,False,False,False,False,False,False
stilar,Of or pertaining to the style of a dial. [Written also stylar.],style of a dial,,style of a dial,50,100,50,True,False,False,False,False,False,False
jacobian,"Of or pertaining to a style of architecture and decoration in the time of James the First, of England. ""A Jacobean table."" C. L. Eastlake.",style of architecture and decoration in the time of James the First,,style of architecture and decoration in the time of James the First,50,100,50,True,False,False,False,False,False,False
jacobean,"Of or pertaining to a style of architecture and decoration in the time of James the First, of England. ""A Jacobean table."" C. L. Eastlake.",style of architecture and decoration in the time of James the First,,style of architecture and decoration in the time of James the First,38,100,38,True,False,False,False,False,False,False
gothic,"1. Pertaining to the Goths; as, Gothic customs; also, rude; barbarous. 2. (Arch.)  Of or pertaining to a style of architecture with pointed arches, steep roofs, windows large in proportion to the wall spaces, and, generally, great height in proportion to the other dimensions -- prevalent in Western Europe from about 1200 to 1475 a. d. See Illust. of Abacus, and Capital.

1. The language of the Goths; especially, the language of that part of the Visigoths who settled in Moesia in the 4th century. See Goth. Note: Bishop Ulfilas or Walfila translated most of the Bible into Gothic about the Middle of the 4th century. The portion of this translaton which is preserved is the oldest known literary document in any Teutonic language. 2. A kind of square-cut type, with no hair lines. Note: This is Nonpareil GOTHIC. 3. (Arch.)  The style described in Gothic, a., 2.",style of architecture with pointed arches,,style of architecture with pointed arches,33,100,33,True,False,False,False,False,False,False
romantic,"1. Of or pertaining to romance; involving or resembling romance; hence, fanciful; marvelous; extravagant; unreal; as, a romantic tale; a romantic notion; a romantic undertaking. Can anything in nature be imagined more profane and impious, more absurd, and undeed romantic, than such a persuasion South. Zeal for the good of one's country a party of men have represented as chimerical and romantic. Addison. 2. Entertaining ideas and expectations suited to a romance; as, a romantic person; a romantic mind. 3. Of or pertaining to the style of the Christian and popular literature of the Middle Ages, as opposed to the classical antique; of the nature of, or appropriate to, that style; as, the romantic school of poets. 4. Characterized by strangeness or variety; suggestive of adventure; suited to romance; wild; picturesque; -- applied to scenery; as, a romantic landscape. Syn. -- Sentimental; fanciful; fantastic; fictitious; extravagant; wild; chimerical. See Sentimental. The romantic drama. See under Drama.",romance,style of the Christian and popular literature of the Middle Ages,style of the Christian and popular literature of the Middle Ages,80,38,38,True,False,False,False,False,False,False
stylographic,"1. Of or pertaining to stylography; used in stylography; as, stylographic tablets. 2. Pertaining to, or used in, stylographic pen; as, stylographic ink. Stylographic pen, a pen with a conical point like that of a style, combined with a reservoir for supplying it with ink. -- Stylographic pencil, a pencil used in stylography.",stylography,,stylography,91,100,91,False,False,False,False,False,False,False
stylomastoid,Of or pertaining to the styloid and mastoid processes of the temporal bone.,styloid and mastoid processes of the temporal bone,,styloid and mastoid processes of the temporal bone,58,100,58,False,True,False,False,False,False,False
stylohyoid,Of or pertaining to the styloid process and the hyoid bone.,styloid process and the hyoid bone,,styloid process and the hyoid bone,70,100,70,False,True,False,False,False,False,False
stylomaxillary,Of or pertaining to the styloid process and the maxilla.,styloid process and the maxilla,,styloid process and the maxilla,62,100,62,False,False,False,False,False,False,False
styloglossal,Of or pertaining to styloid process and the tongue.,styloid process and the tongue,,styloid process and the tongue,50,100,50,True,False,False,False,False,False,False
subbrachial,Of or pertaining to the subbrachians.,subbrachians,,subbrachians,91,100,91,False,False,False,False,False,False,False
archimedes,An extinct genus of Bryzoa characteristic of the subcarboniferous rocks. Its form is that of a screw.,subcarboniferous rocks,,subcarboniferous rocks,40,100,40,True,False,False,False,False,False,False
subdiaconate,"Of or pertaining to a subdeacon, or to the office or rank of a subdeacon.

The office or rank of a subdeacon.",subdeacon,,subdeacon,89,100,89,False,False,False,False,False,False,False
subdecanal,Of or pertaining to a subdean or subdeanery.,subdean or subdeanery,,subdean or subdeanery,70,100,70,False,False,False,False,False,False,False
utica,"Of, pertaining to, or designating, a subdivision of the Trenton Period of the Lower Silurian, characterized in the State of New York by beds of shale.",subdivision of the Trenton Period of the Lower Silurian,,subdivision of the Trenton Period of the Lower Silurian,60,100,60,False,False,False,False,False,False,False
subgeneric,Of or pertaining to a subgenus.,subgenus,,subgenus,75,100,75,False,False,False,False,False,False,False
subopercular,Situated below the operculum; pertaining to the suboperculum. -- n.  The suboperculum.,suboperculum,,suboperculum,83,100,83,False,False,False,False,False,False,False
pomaceous,"1. (Bot.) (a) Like an apple or pear; producing pomes. (b) Of or pertaining to a suborder (Pomeæ) of rosaceous plants, which includes the true thorn trees, the quinces, service berries, medlars, and loquats, as well as the apples, pears, crabs, etc. 2. Like pomace.",suborder,,suborder,25,100,25,True,False,False,False,False,False,False
ulmaceous,"Of or pertaining to a suborder of urticaceous plants, of which the elm is the type.",suborder of urticaceous plants,,suborder of urticaceous plants,67,100,67,False,False,False,False,False,False,False
subscriptive,"Of or pertaining to a subscription, or signature. ""The subscriptive part."" Richardson. -- Sub*scrip""tive*ly, adv.",subscription,,subscription,83,100,83,False,False,False,False,False,False,False
subsidiary,"1. Furnishing aid; assisting; auxiliary; helping; tributary; especially, aiding in an inferior position or capacity; as, a subsidiary stream. Chief ruler and principal head everywhere, not suffragant and subsidiary. Florio. They constituted a useful subsidiary testimony of another state of existence. Coleridge. 2. Of or pertaining to a subsidy; constituting a subsidy; being a part of, or of the nature of, a subsidy; as, subsidiary payments to an ally. George the Second relied on his subsidiary treaties. Ld. Mahon.

One who, or that which, contributes aid or additional supplies; an assistant; an auxiliary. Hammond.",subsidy,,subsidy,86,100,86,False,False,False,False,False,False,False
ophelic,"Of, pertaining to, or designating, a substance (called ophelic acid) extracted from a plant (Ophelia) of the Gentian family as a bitter yellowish sirup, used in India as a febrifuge and tonic.",substance,,substance,14,100,14,True,False,False,False,False,False,False
substantival,"Of or pertaining to a substantive; of the nature of substantive. -- Sub`stan*ti""val*ly, adv.",substantive,,substantive,91,100,91,False,False,False,False,False,False,False
suburban,"Of or pertaining to suburbs; inhabiting, or being in, the suburbs of a city. ""Suburban taverns."" Longfellow. Suburban villas, highway-side retreats, . . . Delight the citizen. Cowper.

One who dwells in the suburbs.",suburbs,,suburbs,86,100,86,False,False,False,False,False,False,False
succinyl,A hypothetical radical characteristic of succinic acid and certain of its derivatives.,succinic acid and certain of its derivatives,,succinic acid and certain of its derivatives,75,100,75,False,False,False,False,False,False,False
succubine,Of or pertaining to succuba.,succuba,,succuba,86,100,86,False,False,False,False,False,False,False
federal,"1. Pertaining to a league or treaty; derived from an agreement or covenant between parties, especially between nations; constituted by a compact between parties, usually governments or their representatives. The Romans compelled them, contrary to all federal right, . . . to part with Sardinia. Grew. 2. Specifically: (a) Composed of states or districts which retain only a subordinate and limited sovereignty, as the Union of the United States, or the Sonderbund of Switzerland. (b) Consisting or pertaining to such a government; as, the Federal Constitution; a Federal officer. (c) Friendly or devoted to such a government; as, the Federal party. see Federalist. Federal Congress. See under Congress.

See Federalist.",such a government,,such a government,29,100,29,True,False,False,False,False,False,False
metasilicic,"Designating an acid derived from silicic acid by the removal of water; of or pertaining to such an acid. Note: The salts of metasilicic acid are often called bisilicates, in mineralogy, as Wollastonite (CaSiO3). Metasilicic acid (Chem.), a gelatinous substance, or white amorphous powder, analogous to carbonic acid, and forming many stable salts.",such an acid,,such an acid,27,100,27,True,False,False,False,False,False,False
sugescent,Of or pertaining to sucking. [R.] Paley.,sucking,,sucking,50,100,50,True,False,False,False,False,False,False
saccharine,"Of or pertaining to sugar; having the qualities of sugar; producing sugar; sweet; as, a saccharine taste; saccharine matter.

A trade name for benzoic sulphinide. [Written also saccharin.] C7H5NO3S.",sugar,,sugar,40,100,40,True,False,False,False,False,False,False
martial,"1. Of, pertaining to, or suited for, war; military; as, martial music; a martial appearance. ""Martial equipage."" Milton. 2. Practiced in, or inclined to, war; warlike; brave. But peaceful kings, o'er martial people set, Each other's poise and counterbalance are. Dryden. 3. Belonging to war, or to an army and navy; -- opposed to civil; as, martial law; a court-martial. 4. Pertaining to, or resembling, the god, or the planet, Mars. Sir T. Browne. 5. (Old Chem. & Old Med.)  Pertaining to, or containing, iron; chalybeate; as, martial preparations. [Archaic] Martial flowers (Med.), a reddish crystalline salt of iron; the ammonio-chloride of iron. [Obs.] -- Martial law, the law administered by the military power of a government when it has superseded the civil authority in time of war, or when the civil authorities are unable to enforce the laws. It is distinguished from military law, the latter being the code of rules for the regulation of the army and navy alone, either in peace or in war. Syn. -- Martial, Warlike. Martial refers more to war in action, its array, its attendants, etc.; as, martial music, a martial appearance, a martial array, courts-martial, etc. Warlike describes the feeling or temper which leads to war, and the adjuncts of war; as, a warlike nation, warlike indication, etc. The two words are often used without discrimination.",suited for,,suited for,14,100,14,True,False,False,False,False,False,False
sulphocarbonic,"Of, pertaining to, or designating, a sulphacid, H2CSO2 (called also thiocarbonic acid), or an acid, H2CS3, analogous to carbonic acid, obtained as a yellow oily liquid of a pungent odor, and forming salts.",sulphacid,,sulphacid,67,100,67,False,False,False,False,False,False,False
sulphostannic,"Of, pertaining to, or designating, a sulphacid of tin (more exactly called metasulphostannic acid), which is obtained as a dark brown amorphous substance, H",sulphacid of tin,,sulphacid of tin,55,100,55,True,False,False,False,False,False,False
sulphamic,"Of or pertaining to a sulphamide; derived from, or related to, a sulphamide; specifically, designating an amido acid derivative, NH2.SO2.OH, of sulphuric acid (analogous to sulphonic acid) which is not known in the free state, but is known in its salts.",sulphamide,,sulphamide,89,100,89,False,False,False,False,False,False,False
methionic,"Of, pertaining to, or designating, a sulphonic (thionic) acid derivative of methane, obtained as a stable white crystalline substance, CH2.(SO3H)2, which forms well defined salts.",sulphonic,,sulphonic,56,100,56,True,False,False,False,False,False,False
sulphindigotic,"Of, pertaining to, or designating, a sulphonic acid obtained, as a blue solution, by dissolving indigo in sulphuric acid; -- formerly called also cerulic sulphuric acid, but properly called indigo-disulphonic acid.",sulphonic acid obtained,,sulphonic acid obtained,57,100,57,False,False,False,False,False,False,False
thionic,"Of or pertaining to sulphur; containing or resembling sulphur; specifically, designating certain of the thio compounds; as, the thionic acids. Cf. Dithionic, Trithionic, Tetrathionic, etc.",sulphur,,sulphur,14,100,14,True,False,False,False,False,False,False
sulphoarsenic,"Of, pertaining to, or containing, sulphur and arsenic; -- said of an acid which is the same as arsenic acid with the substitution of sulphur for oxygen.",sulphur and arsenic,,sulphur and arsenic,75,100,75,False,False,False,False,False,False,False
