word,definition,target 1,target 2,target,triviality_1,triviality_2,triviality,nontrivial,body_parts,misleading,lol,animals,people,places
sturnoid,Like or pertaining to the starlings.,starlings,,starlings,50,100,50,True,False,False,False,True,False,False
cadaverous,"1. Having the appearance or color of a dead human body; pale; ghastly; as, a cadaverous look. 2. Of or pertaining to, or having the qualities of, a dead body. ""The scent cadaverous."" -- Ca*dav""er*ous*ly, adv. -- Ca*dav""er*ous*ness, n.",dead body,,dead body,33,100,33,True,False,False,False,False,False,False
jovian,"Of or pertaining to Jove, or Jupiter (either the deity or the planet).",Jove,,Jove,50,100,50,True,False,False,False,False,False,False
souterly,"Of or pertaining to a cobbler or cobblers; like a cobbler; hence, vulgar; low. [Obs.]",cobbler or cobblers,,cobbler or cobblers,38,100,38,True,False,False,False,False,False,False
myrtaceous,"Of, pertaining to, or resembling, a large and important natural order of trees and shrubs (Myrtaceæ), of which the myrtle is the type. It includes the genera Eucalyptus, Pimenta, Lechythis, and about seventy more.",large and important natural order of trees and shrubs,,large and important natural order of trees and shrubs,40,100,40,True,False,False,False,False,False,False
tergal,"Of or pertaining to back, or tergum. See Dorsal.",back,,back,25,100,25,True,False,False,False,False,False,False
littoral,"1. Of or pertaining to a shore, as of the sea. 2. (Biol.)  Inhabiting the seashore, esp. the zone between high-water and low-water mark.",shore,,shore,40,100,40,True,False,False,True,False,False,False
tripudiary,"Of or pertaining to dancing; performed by dancing. [R.] "" Tripudiary augurations."" Sir T. Browne.",dancing,,dancing,29,100,29,True,False,False,False,False,False,False
neocosmic,"of or pertaining to the universe in its present state; specifically, pertaining to the races of men known to history.",universe in its present state,races of men known to history,races of men known to history,44,33,33,True,False,False,False,False,False,False
canonship,"Of pertaining to Canopus in egypt; as, the Canopic vases, used in embalming.",Canopus in egypt,,Canopus in egypt,56,100,56,True,False,False,False,False,False,False
filial,"1. Of or pertaining to a son or daughter; becoming to a child in relation to his parents; as, filial obedience. 2. Bearing the relation of a child. And thus the filial Godhead answering spoke. Milton.",son or daughter,,son or daughter,17,100,17,True,False,False,False,False,False,False
menstrual,"1. Recurring once a month; monthly; gone through in a month; as, the menstrual revolution of the moon; pertaining to monthly changes; as, the menstrual equation of the sun's place. 2. Of or pertaining to the menses; as, menstrual discharges; the menstrual period. 3. Of or pertaining to a menstruum. Bacon.",monthly changes,menses,monthly changes,44,67,44,True,False,False,False,False,False,False
auditory,"Of or pertaining to hearing, or to the sense or organs of hearing; as, the auditory nerve. See Ear. Auditory canal (Anat.), the tube from the auditory meatus or opening of the ear to the tympanic membrane.

1. An assembly of hearers; an audience. 2. An auditorium. Udall.",hearing,,hearing,27,100,27,True,False,False,False,False,False,False
missal,"The book containing the service of the Mass for the entire year; a Mass book.

Of or pertaining to the Mass, or to a missal or Mass book. Bp. Hall.",Mass,,Mass,50,100,50,True,False,False,False,False,False,False
pontifical,"1. Of or pertaining to a pontiff, or high priest; as, pontifical authority; hence, belonging to the pope; papal. 2. Of or pertaining to the building of bridges. [R.] Now had they brought the work by wondrous art Pontifical, a ridge of pendent rock Over the vexed abyss. Milton.

1. A book containing the offices, or formulas, used by a pontiff. South. 2. pl.  The dress and ornaments of a pontiff. ""Dressed in full pontificals."" Sir W. Scott.",pontiff,building of bridges,building of bridges,86,30,30,True,False,False,False,False,False,False
visceroskeletal,"Of or pertaining to the framework, or skeleton, or skeleton, of the viscera; as, the visceroskeletal system of muscles. Mivart.",framework,,framework,33,100,33,True,False,False,False,False,False,False
armoric,"Of or pertaining to the northwestern part of France (formerly called Armorica, now Bretagne or Brittany), or to its people. -- n.  The language of the Armoricans, a Celtic dialect which has remained to the present times.",northwestern part of France,,northwestern part of France,43,100,43,True,False,False,False,False,False,False
vinous,"Of or pertaining to wine; having the qualities of wine; as, a vinous taste.",wine,,wine,50,100,50,True,False,False,False,False,False,False
septentrional,"Of or pertaining to the north; northern. ""From cold septentrion blasts."" Milton.",north,,north,40,100,40,True,False,False,False,False,False,False
scottish,"Of or pertaining to the inhabitants of Scotland, their country, or their language; as, Scottish industry or economy; a Scottish chief; a Scottish dialect.",inhabitants of Scotland,,inhabitants of Scotland,38,100,38,True,False,False,False,False,False,False
railway,"1. A road or way consisting of one or more parallel series of iron or steel rails, patterned and adjusted to be tracks for the wheels of vehicles, and suitably supported on a bed or substructure. Note: The modern railroad is a development and adaptation of the older tramway. 2. The road, track, etc., with al the lands, buildings, rolling stock, franchises, etc., pertaining to them and constituting one property; as, certain railroad has been put into the hands of a receiver. Note: Railway is the commoner word in England; railroad the commoner word in the United States. Note: In the following and similar phrases railroad and railway are used interchangeably: --Atmospheric railway, Elevated railway, etc. See under Atmospheric, Elevated, etc. -- Cable railway. See Cable road, under Cable. -- Perry railway, a submerged track on which an elevated platform runs, fro carrying a train of cars across a water course. -- Gravity railway, a railway, in a hilly country, on which the cars run by gravity down gentle slopes for long distances after having been hauled up steep inclines to an elevated point by stationary engines. -- Railway brake, a brake used in stopping railway cars or locomotives. -- Railway car, a large, heavy vehicle with flanged wheels fitted for running on a railway. [U.S.] -- Railway carriage, a railway passenger car. [Eng.] -- Railway scale, a platform scale bearing a track which forms part of the line of a railway, for weighing loaded cars. -- Railway slide. See Transfer table, under Transfer. -- Railway spine (Med.), an abnormal condition due to severe concussion of the spinal cord, such as occurs in railroad accidents. It is characterized by ataxia and other disturbances of muscular function, sensory disorders, pain in the back, impairment of general health, and cerebral disturbance, -- the symptoms often not developing till some months after the injury. -- Underground railroad or railway. (a) A railroad or railway running through a tunnel, as beneath the streets of a city. (b) Formerly, a system of coöperation among certain active antislavery people in the United States, by which fugitive slaves were secretly helped to reach Canada. Note: [In the latter sense railroad, and not railway, was used.] ""Their house was a principal entrepôt of the underground railroad."" W. D. Howells.",them and constituting one property,,them and constituting one property,29,100,29,True,False,False,False,False,False,False
wealden,"Of or pertaining to the lowest division of the Cretaceous formation in England and on the Continent, which overlies the Oölitic series.

The Wealden group or strata.",lowest division of the Cretaceous formation in England and on the Continent,,lowest division of the Cretaceous formation in England and on the Continent,43,100,43,True,False,False,False,False,False,False
pectosic,"Of, pertaining to, resembling, or derived from, pectose; specifically, designating an acid supposed to constitute largely ordinary pectin or vegetable jelly.",or derived from,,or derived from,25,100,25,True,False,False,False,False,False,False
articular,"Of or pertaining to the joints; as, an articular disease; an articular process.

A bone in the base of the lower jaw of many birds, reptiles, amphibians, and fishes.",joints,,joints,17,100,17,True,True,False,False,False,False,False
adipose,"Of or pertaining to animal fat; fatty. Adipose fin (Zoöl.), a soft boneless fin. -- Adipose tissue (Anat.), that form of animal tissue which forms or contains fat.",animal fat,,animal fat,29,100,29,True,False,False,False,False,False,False
buccal,Of or pertaining to the mouth or cheeks.,mouth or cheeks,,mouth or cheeks,19,100,19,True,False,False,False,False,False,False
solar,"A loft or upper chamber; a garret room. [Obs.] [Written also soler, solere, sollar.] Oxf. Gloss.

1. Of or pertaining to the sun; proceeding from the sun; as, the solar system; solar light; solar rays; solar influence. See Solar system, below. 2. (Astrol.)  Born under the predominant influence of the sun. [Obs.] And proud beside, as solar people are. Dryden. 3. Measured by the progress or revolution of the sun in the ecliptic; as, the solar year. 4. Produced by the action of the sun, or peculiarly affected by its influence. They denominate some herbs solar, and some lunar. Bacon. Solar cycle. See under Cycle. -- Solar day. See Day, 2. -- Solar engine, an engine in which the energy of solar heat is used to produce motion, as in evaporating water for a steam engine, or expanding air for an air engine. -- Solar flowers (Bot.), flowers which open and shut daily at certain hours. -- Solar lamp, an argand lamp. -- Solar microscope, a microscope consisting essentially, first, of a mirror for reflecting a beam of sunlight through the tube, which sometimes is fixed in a window shutter; secondly, of a condenser, or large lens, for converging the beam upon the object; and, thirdly, of a small lens, or magnifier, for throwing an enlarged image of the object at its focus upon a screen in a dark room or in a darkened box. -- Solar month. See under Month. -- Solar oil, a paraffin oil used an illuminant and lubricant. -- Solar phosphori (Physics), certain substances, as the diamond, siulphide of barium (Bolognese or Bologna phosphorus), calcium sulphide, etc., which become phosphorescent, and shine in the dark, after exposure to sunlight or other intense light. -- Solar plexus (Anat.), a nervous plexus situated in the dorsal and anterior part of the abdomen, consisting of several sympathetic ganglia with connecting and radiating nerve fibers; -- so called in allusion to the radiating nerve fibers. -- Solar spots. See Sun spots, under Sun. -- Solar system (Astron.), the sun, with the group of celestial bodies which, held by its attraction, revolve round it. The system comprises the major planets, with their satellites; the minor planets, or asteroids, and the comets; also, the meteorids, the matter that furnishes the zodiacal light, and the rings of Saturn. The satellites that revolve about the major planets are twenty-two in number, of which the Earth has one (see Moon.), Mars two, Jupiter five, Saturn nine, Uranus four, and Neptune one. The asteroids, between Mars and Jupiter, thus far discovered (1900), number about five hundred, the first four of which were found near the beginning of the century, and are called Ceres, Pallas, Juno, and Vesta. Note: The principal elements of the major planets, and of the comets seen at more than one perihelion passage, are exhibited in the following tables: -- I. -- Major Planets. Symbol.Name.Mean distance -- that of the Earth being unity.Period in days.Eccentricity.Inclination of orbit.Diameter in miles II. -- Periodic Comets. Name.Greatest distance from sun.Least distance from sun.Inclination of orbit.Perihelion passage. º min 54 Encke's3.314.100.34212 541885.2 -- Solar telegraph, telegraph for signaling by flashes of reflected sunlight. -- Solar time. See Apparent time, under Time.",sun,,sun,33,100,33,True,False,False,False,False,False,False
oculary,"Of or pertaining to the eye; ocular; optic; as, oculary medicines. Holland.",eye,,eye,33,100,33,True,True,False,False,False,False,False
scotch,"Of or pertaining to Scotland, its language, or its inhabitants; Scottish. Scotch broom (Bot.), the Cytisus scoparius. See Broom. -- Scotch dipper, or Scotch duck (Zoöl.), the bufflehead; -- called also Scotch teal, and Scotchman. -- Scotch fiddle, the itch. [Low] Sir W. Scott. -- Scotch mist, a coarse, dense mist, like fine rain. -- Scotch nightingale (Zoöl.), the sedge warbler. [Prov. Eng.] -- Scotch pebble. See under pebble. -- Scotch pine (Bot.) See Riga fir. -- Scotch thistle (Bot.), a species of thistle (Onopordon acanthium); -- so called from its being the national emblem of the Scotch.

1. The dialect or dialects of English spoken by the people of Scotland. 2. Collectively, the people of Scotland.

To shoulder up; to prop or block with a wedge, chock, etc., as a wheel, to prevent its rolling or slipping.

A chock, wedge, prop, or other support, to prevent slipping; as, a scotch for a wheel or a log on inclined ground.

To cut superficially; to wound; to score. We have scotched the snake, not killed it. Shak. Scotched collops (Cookery), a dish made of pieces of beef or veal cut thin, or minced, beaten flat, and stewed with onion and other condiments; -- called also Scotch collops. [Written also scotcht collops.]

A slight cut or incision; a score. Walton.",Scotland,,Scotland,50,100,50,True,False,False,False,False,False,False
domestic,"1. Of or pertaining to one's house or home, or one's household or family; relating to home life; as, domestic concerns, life, duties, cares, happiness, worship, servants. His fortitude is the more extraordinary, because his domestic feelings were unusually strong. Macaulay. 4. Of or pertaining to a nation considered as a family or home, or to one's own country; intestine; not foreign; as, foreign wars and domestic dissensions. Shak. 3. Remaining much at home; devoted to home duties or pleasures; as, a domestic man or woman. 4. Living in or near the habitations of man; domesticated; tame as distinguished from wild; as, domestic animals. 5. Made in one's own house, nation, or country; as, domestic manufactures, wines, etc.

1. One who lives in the family of an other, as hired household assistant; a house servant. The master labors and leads an anxious life, to secure plenty and ease to the domestic. V. Knox. 2. pl. (Com.)  Articles of home manufacture, especially cotton goods. [U. S.]",one's house or home,nation considered as a family or home,nation considered as a family or home,38,38,38,True,False,False,False,False,False,False
pyrognostic,"Of or pertaining to characters developed by the use of heat; pertaining to the characters of minerals when examined before the blowpipe; as, the pyrognostic characters of galena.",characters developed by the use of heat,characters of minerals when examined before the blowpipe,characters of minerals when examined before the blowpipe,27,27,27,True,False,False,False,False,False,False
ponderary,"Of or pertaining to weight; as, a ponderary system. [R.] M'Culloch.",weight,,weight,17,100,17,True,False,False,False,False,False,False
hydrometrical,"1. Of or pertaining to an hydrometer, or to the determination of the specific gravity of fluids. 2. Of or pertaining to measurement of the velocity, discharge, etc., of running water. 3. Made by means of an hydrometer; as, hydrometric observations. Hydrometric pendulum, a species of hydrometer consisting of a hollow ball of ivory or metal suspended by a treated from the center of a graduated quadrant, and held in a stream to measure the velocity of the water by the inclination given to the thread; a kind of current gauge.",hydrometer,measurement of the velocity,measurement of the velocity,90,31,31,True,False,False,False,False,False,False
pennaceous,Like or pertaining to a normal feather.,normal feather,,normal feather,30,100,30,True,False,False,False,False,False,False
libelluloid,Like or pertaining to the dragon fi,dragon fi,,dragon fi,22,100,22,True,False,False,False,False,False,False
oligistic,Of or pertaining to hematite.,hematite,,hematite,25,100,25,True,False,False,False,False,False,False
plumbic,"Of, pertaining to, resembling, or containing, lead; -- used specifically to designate those compounds in which it has a higher valence as contrasted with plumbous compounds; as, plumbic oxide.",or containing,,or containing,14,100,14,True,False,False,False,False,False,False
mundane,"Of or pertaining to the world; worldly; earthly; terrestrial; as, the mundane sphere. -- Mun""dane*ly, adv. The defilement of mundane passions. I. Taylor.",world,,world,20,100,20,True,False,False,False,False,False,False
anguine,"Of, pertaining to, or resembling, a snake or serpent. ""The anguine or snakelike reptiles."" Owen.",snake or serpent,,snake or serpent,29,100,29,True,False,False,False,True,False,False
semitic,"Of or pertaining to Shem or his descendants; belonging to that division of the Caucasian race which includes the Arabs, Jews, and related races. [Written also Shemitic.] Semitic language, a name used to designate a group of Asiatic and African languages, some living and some dead, namely: Hebrew and Phoenician, Aramaic, Assyrian, Arabic, Ethiopic (Geez and Ampharic). Encyc. Brit.",Shem or his descendants,,Shem or his descendants,43,100,43,True,False,False,False,False,False,False
maiden,"1. An unmarried woman; a girl or woman who has not experienced sexual intercourse; a virgin; a maid. She employed the residue of her life to repairing of highways, building of bridges, and endowing of maidens. Carew. A maiden of our century, yet most meek. Tennyson. 2. A female servant. [Obs.] 3. An instrument resembling the guillotine, formerly used in Scotland for beheading criminals. Wharton. 4. A machine for washing linen.

1. Of or pertaining to a maiden, or to maidens; suitable to, or characteristic of, a virgin; as, maiden innocence. ""Amid the maiden throng."" Addison. Have you no modesty, no maiden shame Shak. 2. Never having been married; not having had sexual intercourse; virgin; -- said usually of the woman, but sometimes of the man; as, a maiden aunt. ""A surprising old maiden lady."" Thackeray. 3. Fresh; innocent; unpolluted; pure; hitherto unused. ""Maiden flowers.' Shak. Full bravely hast thou fleshed Thy maiden sword. Shak. 4. Used of a fortress, signifying that it has never been captured, or violated. T. Warton. Macaulay. Maiden assize (Eng. Law), an assize which there is no criminal prosecution; an assize which is unpolluted with blood. It was usual, at such an assize, for the sheriff to present the judge with a pair of white gloves. Smart. -- Maiden name, the surname of a woman before her marriage. -- Maiden pink. (Bot.) See under Pink. -- Maiden plum (Bot.), a West Indian tree (Comocladia integrifolia) with purplish drupes. The sap of the tree is glutinous, and gives a persistent black stain. -- Maiden speech, the first speech made by a person, esp. by a new member in a public body. -- Maiden tower, the tower most capable of resisting an enemy.

To act coyly like a maiden; -- with it as an indefinite object. For had I maiden'd it, as many use. Loath for to grant, but loather to refuse. Bp. Hall.",maiden,virgin,virgin,100,33,33,True,False,False,False,False,False,False
nautical,"Of or pertaining to seamen, to the art of navigation, or to ships; as, nautical skill. Syn. -- Naval; marine; maritime. See Naval. Nautical almanac. See under Almanac. -- Nautical distance, the length in nautical miles of the rhumb line joining any two places on the earth's surface. -- nautical mile. see under Mile.",seamen,,seamen,17,100,17,True,False,False,False,False,False,False
pathognomonic,"Specially or decisively characteristic of a disease; indicating with certainty a disease; as, a pathognomonic symptom. The true pathognomonic sign of love jealousy. Arbuthnot.",disease,,disease,14,100,14,True,False,False,False,False,False,False
atlantic,"1. Of or pertaining to Mt. Atlas in Libya, and hence applied to the ocean which lies between Europe and Africa on the east and America on the west; as, the Atlantic Ocean (called also the Atlantic); the Atlantic basin; the Atlantic telegraph. 2. Of or pertaining to the isle of Atlantis. 3. Descended from Atlas. The seven Atlantic sisters. Milton.",Mt,isle of Atlantis,Mt,50,75,50,True,False,False,False,False,False,False
cercal,Of or pertaining to the tail.,tail,,tail,50,100,50,True,False,False,False,False,False,False
hepatorenal,"Of or pertaining to the liver and kidneys; as, the hepatorenal ligament.",liver and kidneys,,liver and kidneys,27,100,27,True,True,False,False,False,False,False
venetian,"Of or pertaining to Venice in Italy. Venetian blind, a blind for windows, doors, etc., made of thin slats, either fixed at a certain angle in the shutter, or movable, and in the latter case so disposed as to overlap each other when close, and to show a series of open spaces for the admission of air and light when in other positions. -- Venetian carpet, an inexpensive carpet, used for passages and stairs, having a woolen warp which conceals the weft; the pattern is therefore commonly made up of simple stripes. -- Venetian chalk, a white compact or steatite, used for marking on cloth, etc. -- Venetian door (Arch.), a door having long, narrow windows or panes of glass on the sides. -- Venetian glass, a kind of glass made by the Venetians, for decorative purposes, by the combination of pieces of glass of different colors fused together and wrought into various ornamental patterns. -- Venetian red, a brownish red color, prepared from sulphate of iron; -- called also scarlet ocher. -- Venetian soap. See Castile soap, under Soap. -- Venetian sumac (Bot.), a South European tree (Rhus Cotinus) which yields the yellow dyewood called fustet; -- also called smoke tree. -- Venetian window (Arch.), a window consisting of a main window with an arched head, having on each side a long and narrow window with a square head.

A native or inhabitant of Venice.",Venice in Italy,,Venice in Italy,50,100,50,True,False,False,False,False,False,False
spectacular,"1. Of or pertaining to a shows; of the nature of a show. ""Spectacular sports."" G. Hickes. 2. Adapted to excite wonder and admiration by a display of pomp or of scenic effects; as, a spectacular celebration of some event; a spectacular play. 3. Pertaining to spectacles, or glasses for the eyes.",shows,,shows,20,100,20,True,False,False,False,False,False,False
omphalomesenteric,"Of or pertaining to the umbilicus and mesentery; omphalomesaraic; as, the omphalomesenteric arteries and veins of a fetus.",umbilicus and mesentery,,umbilicus and mesentery,55,100,55,True,False,False,False,False,False,False
morbid,"1. Not sound and healthful; induced by a diseased or abnormal condition; diseased; sickly; as, morbid humors; a morbid constitution; a morbid state of the juices of a plant. ""Her sick and morbid heart."" Hawthorne. 2. Of or pertaining to disease or diseased parts; as, morbid anatomy. Syn. -- Diseased; sickly; sick. -- Morbid, Diseased. Morbid is sometimes used interchangeably with diseased, but is commonly applied, in a somewhat technical sense, to cases of a prolonged nature; as, a morbid condition of the nervous system; a morbid sensibility, etc.",disease or diseased parts,,disease or diseased parts,50,100,50,True,False,False,False,False,False,False
pythian,"Of or pertaining to Delphi, to the temple of Apollo, or to the priestess of Apollo, who delivered oracles at Delphi. Pythian games (Gr. Antiq.), one of the four great national festivals of ancient Greece, celebrated near Delphi, in honor of Apollo, the conqueror of the dragon Python, at first once in eight years, afterward once in four.",Delphi,,Delphi,50,100,50,True,False,False,False,False,False,True
stannary,"Of or pertaining to tin mines, or tin works. The stannary courts of Devonshire and Cornwall, for the administration of justice among the tinners therein, are also courts of record. Blackstone.

A tin mine; tin works. Bp. Hall.",tin mines,,tin mines,38,100,38,True,False,False,False,False,False,False
cogitative,"1. Possessing, or pertaining to, the power of thinking or meditating. ""Cogitative faculties."" Wollaston. 2. Given to thought or contemplation. Sir H. Wotton.",power of thinking or meditating,,power of thinking or meditating,50,100,50,True,False,False,False,False,False,False
saxicoline,"Stone-inhabiting; pertaining to, or having the characteristics of, the stonechats.",stonechats,,stonechats,40,100,40,True,False,False,False,False,False,False
archaean,"Ancient; pertaining to the earliest period in geological history.

The earliest period in geological period, extending up to the Lower Silurian. It includes an Azoic age, previous to the appearance of life, and an Eozoic age, including the earliest forms of life. Note: This is equivalent to the formerly accepted term Azoic, and to the Eozoic of Dawson.",earliest period in geological history,,earliest period in geological history,38,100,38,True,False,False,False,False,False,False
zoogloea,A colony or mass of bacteria imbedded in a viscous gelatinous substance. The zoögloea is characteristic of a transitory stage through which rapidly multiplying bacteria pass in the course of their evolution. Also used adjectively.,transitory stage through which rapidly multiplying bacteria pass in the course of their evolution,,transitory stage through which rapidly multiplying bacteria pass in the course of their evolution,38,100,38,True,False,False,False,False,False,False
cretaceous,"Having the qualities of chalk;abounding with chalk; chalky; as, cretaceous rocks and formations. See Chalk. Cretaceous acid, an old name for carbonic acid. -- Cretaceous formation (Geol.), the series of strata of various kinds, including beds of chalk, green sand, etc., formed in the Cretaceous period; -- called also the chalk formation. See the Diagram under Geology. -- Cretaceous period (Geol.), the time in the latter part of the Mesozoic age during which the Cretaceous formation was deposited.

Of, pertaining to, or designating, the period of time following the Jurassic and preceding the Eocene.",period of time following the Jurassic and preceding the Eocene,,period of time following the Jurassic and preceding the Eocene,40,100,40,True,False,False,False,False,False,False
stercoraceous,"Of or pertaining to dung; partaking of the nature of, or containing, dung.",dung,,dung,25,100,25,True,False,False,False,False,False,False
hydrometric,"1. Of or pertaining to an hydrometer, or to the determination of the specific gravity of fluids. 2. Of or pertaining to measurement of the velocity, discharge, etc., of running water. 3. Made by means of an hydrometer; as, hydrometric observations. Hydrometric pendulum, a species of hydrometer consisting of a hollow ball of ivory or metal suspended by a treated from the center of a graduated quadrant, and held in a stream to measure the velocity of the water by the inclination given to the thread; a kind of current gauge.",hydrometer,measurement of the velocity,measurement of the velocity,90,36,36,True,False,False,False,False,False,False
hybodont,"Of, pertaining to, or resembling, an extinct genus of sharks (Hybodus), especially in the form of the teeth, which consist of a principal median cone with smaller lateral ones.",extinct genus of sharks,,extinct genus of sharks,13,100,13,True,False,False,False,False,False,False
polish,"Of or pertaining to Poland or its inhabitants. -- n.  The language of the Poles.

1. To make smooth and glossy, usually by friction; to burnish; to overspread with luster; as, to polish glass, marble, metals, etc. 2. Hence, to refine; to wear off the rudeness, coarseness, or rusticity of; to make elegant and polite; as, to polish life or manners. Milton. To polish off, to finish completely, as an adversary. [Slang] W. H. Russell.

To become smooth, as from friction; to receive a gloss; to take a smooth and glossy surface; as, steel polishes well. Bacon.

1. A smooth, glossy surface, usually produced by friction; a gloss or luster. Another prism of clearer glass and better polish. Sir I. Newton. 2. Anything used to produce a gloss. 3. Fig.: Refinement; elegance of manners. This Roman polish and this smooth behavior. Addison.",Poland or its inhabitants,,Poland or its inhabitants,50,100,50,True,False,False,False,False,False,False
bellic,"Of or pertaining to war; warlike; martial. [Obs.] ""Bellic Cæsar."" Feltham.",war,,war,0,100,0,True,False,False,False,False,False,False
iridal,"Of or pertaining to the iris or rainbow; prismatic; as, the iridal colors. Whewell.",iris or rainbow,,iris or rainbow,50,100,50,True,False,False,False,False,False,False
peristeromorphous,Like or pertaining to the pigeons or Columbæ.,pigeons or Columbæ,,pigeons or Columbæ,47,100,47,True,False,False,False,True,False,False
crusty,"1. Having the nature of crust; pertaining to a hard covering; as, a crusty coat; a crusty surface or substance. 2. Etym: [Possibly a corruption of cursty. Cf. Curst, Curstness.]  Having a hard exterior, or a short, rough manner, though kind at heart; snappish; peevish; surly. Thou crusty batch of nature, what's the news Shak.",hard covering,,hard covering,33,100,33,True,False,False,False,False,False,False
semiologioal,"Of or pertaining to the science of signs, or the systematic use of signs; as, a semeiological classification of the signs or symptoms of disease; a semeiological arrangement of signs used as signals.",science of signs,,science of signs,29,100,29,True,False,False,False,False,False,False
ecclesiastic,"Of or pertaining to the church. See Ecclesiastical. ""Ecclesiastic government."" Swift.

A person in holy orders, or consecrated to the service of the church and the ministry of religion; a clergyman; a priest. From a humble ecclesiastic, he was subsequently preferred to the highest dignities of the church. Prescott.",church,,church,33,100,33,True,False,False,False,False,False,False
lamarckism,"The theory that structural variations, characteristic of species and genera, are produced in animals and plants by the direct influence of physical environments, and esp., in the case of animals, by effort, or by use or disuse of certain organs.",species and genera,,species and genera,21,100,21,True,False,False,False,False,False,False
female,"1. An individual of the sex which conceives and brings forth young, or (in a wider sense) which has an ovary and produces ova. The male and female of each living thing. Drayton. 2. (Bot.)  A plant which produces only that kind of reproductive organs which are capable of developing into fruit after impregnation or fertilization; a pistillate plant.

1. Belonging to the sex which conceives and gives birth to young, or (in a wider sense) which produces ova; not male. As patient as the female dove When that her golden couplets are disclosed. Shak. 2. Belonging to an individual of the female sex; characteristic of woman; feminine; as, female tenderness. ""Female usurpation.'b8 Milton. To the generous decision of a female mind, we owe the discovery of America. Belknap. 3. (Bot.)  Having pistils and no stamens; pistillate; or, in cryptogamous plants, capable of receiving fertilization.",woman,,woman,40,100,40,True,False,False,False,False,False,False
scitamineous,"Of or pertaining to a natural order of plants (Scitamimeæ), mostly tropical herbs, including the ginger, Indian shot, banana, and the plants producing turmeric and arrowroot.",natural order of plants,,natural order of plants,29,100,29,True,False,False,False,False,False,False
anglo-,"A combining form meaning the same as English; or English and, or English conjoined with; as, Anglo-Turkish treaty, Anglo-German, Anglo-Irish. Anglo-American, . Of or pertaining to the English and Americans, or to the descendants of Englishmen in America. -- n. A descendant from English ancestors born in America, or the United States. Anglo-Danish, a. Of or pertaining to the English and Danes, or to the Danes who settled in England. Anglo-Indian, a. Of or pertaining to the English in India, or to the English and East Indian peoples or languages. -- n. One of the Anglo-Indian race born or resident in the East Indies. Anglo-Norman, a. Of or pertaining to the English and Normans, or to the Normans who settled in England. -- n. One of the English Normans, or the Normans who conquered England. Anglo-Saxon. See Anglo-Saxon in the Vocabulary.",English and Americans,English and Danes,English and Danes,50,50,50,True,False,False,False,False,False,False
cavalier,"1. A military man serving on horseback; a knight. 2. A gay, sprightly, military man; hence, a gallant. 3. One of the court party in the time of king Charles L. as contrasted with a Roundhead or an adherent of Parliament. Clarendon. 4. (Fort.)  A work of more that ordinary heigh, rising from the level ground of a bastion, etc., and overlooking surrounding parts.

Gay; easy; offhand; frank. The plodding, persevering scupulous accuracy of the one, and the easy, cavalier, verbal fluency of the other, from a complete contrast. Hazlitt. 2. High-spirited. [Obs.] ""The people are naturally not valiant, and not much cavalier."" Suckling. 3. Supercilious; haughty; disdainful; curt; brusque. 4. Of or pertaining to the party of King Charles I. ""An old Cavalier family."" Beaconsfleld.",party of King Charles I,,party of King Charles I,38,100,38,True,False,False,False,False,False,False
rabbinical,"Of or pertaining to the rabbins or rabbis, or pertaining to the opinions, learning, or language of the rabbins. ""Comments staler than rabbinic."" Lowell. We will not buy your rabbinical fumes. Milton.",rabbins or rabbis,opinions,opinions,60,38,38,True,False,False,False,False,False,False
umbratical,Of or pertaining to the shade or darkness; shadowy; unreal; secluded; retired. [R.] B. Jonson.,shade or darkness,,shade or darkness,20,100,20,True,False,False,False,False,False,False
tectorial,Of or pertaining to covering; -- applied to a membrane immediately over the organ of Corti in the internal ear.,covering,,covering,50,100,50,True,False,False,False,False,False,False
saccharine,"Of or pertaining to sugar; having the qualities of sugar; producing sugar; sweet; as, a saccharine taste; saccharine matter.

A trade name for benzoic sulphinide. [Written also saccharin.] C7H5NO3S.",sugar,,sugar,40,100,40,True,False,False,False,False,False,False
vulgar,"1. Of or pertaining to the mass, or multitude, of people; common; general; ordinary; public; hence, in general use; vernacular. ""As common as any the most vulgar thing to sense. "" Shak. Things vulgar, and well-weighed, scarce worth the praise. Milton. It might be more useful to the English reader . . . to write in our vulgar language. Bp. Fell. The mechanical process of multiplying books had brought the New Testament in the vulgar tongue within the reach of every class. Bancroft. 2. Belonging or relating to the common people, as distinguished from the cultivated or educated; pertaining to common life; plebeian; not select or distinguished; hence, sometimes, of little or no value. ""Like the vulgar sort of market men."" Shak. Men who have passed all their time in low and vulgar life. Addison. In reading an account of a battle, we follow the hero with our whole attention, but seldom reflect on the vulgar heaps of slaughter. Rambler. 3. Hence, lacking cultivation or refinement; rustic; boorish; also, offensive to good taste or refined feelings; low; coarse; mean; base; as, vulgar men, minds, language, or manners. Be thou familiar, but by no means vulgar. Shak. Vulgar fraction. (Arith.) See under Fraction.

1. One of the common people; a vulgar person. [Obs.] These vile vulgars are extremely proud. Chapman. 2. The vernacular, or common language. [Obs.]",mass,common life,common life,25,17,17,True,False,False,False,False,False,False
arborary,Of or pertaining to trees; arboreal.,trees,,trees,20,100,20,True,False,False,False,False,False,False
